@RELATION RapidMinerData

@ATTRIBUTE 'measx' real
@ATTRIBUTE 'measy' real
@ATTRIBUTE 'measz' real
@ATTRIBUTE 'n' real
@ATTRIBUTE '109.0' real
@ATTRIBUTE 'ait-l15' real
@ATTRIBUTE 'aut-sams-1' real
@ATTRIBUTE 'bolyai_e4_floor3' real
@ATTRIBUTE 'bosch_telemetry' real
@ATTRIBUTE 'dd' real
@ATTRIBUTE 'doa2' real
@ATTRIBUTE 'doa200' real
@ATTRIBUTE 'doa203' real
@ATTRIBUTE 'doa207' real
@ATTRIBUTE 'doa208' real
@ATTRIBUTE 'doa6' real
@ATTRIBUTE 'eet_3' real
@ATTRIBUTE 'frm' real
@ATTRIBUTE 'geiakfsz' real
@ATTRIBUTE 'iitap1' real
@ATTRIBUTE 'iitap1-guest' real
@ATTRIBUTE 'iitap2' real
@ATTRIBUTE 'iitap2-guest' real
@ATTRIBUTE 'iitap3' real
@ATTRIBUTE 'iitap3-guest' real
@ATTRIBUTE 'info' real
@ATTRIBUTE 'info2' real
@ATTRIBUTE 'kema10' real
@ATTRIBUTE 'kema4' real
@ATTRIBUTE 'krz' real
@ATTRIBUTE 'library114' real
@ATTRIBUTE 'tp-link_b2765a' real
@ATTRIBUTE 'upcwi-free' real
@ATTRIBUTE 'upc8902044' real
@ATTRIBUTE 'wireless' real
@ATTRIBUTE '00:16:53:4c:b1:f9' real
@ATTRIBUTE '00:16:53:4c:b2:02' real
@ATTRIBUTE '00:16:53:4c:b4:eb' real
@ATTRIBUTE '00:16:53:4c:e9:1d' real
@ATTRIBUTE '00:16:53:4c:f2:6a' real
@ATTRIBUTE '00:16:53:4c:f5:2d' real
@ATTRIBUTE '00:16:53:4c:f9:a4' real
@ATTRIBUTE '00:16:53:4c:fa:60' real
@ATTRIBUTE '00:16:53:4c:fa:67' real
@ATTRIBUTE '48:5a:b6:54:35:dc' real
@ATTRIBUTE '6b:c2:26:12:62:60' real
@ATTRIBUTE 'dani6b:c2:26:12:62:60' real
@ATTRIBUTE 'dm0608248:5a:b6:54:35:dc' real
@ATTRIBUTE 'ev300:16:53:4c:e9:1d' real
@ATTRIBUTE 'ev300:16:53:4c:f2:6a' real
@ATTRIBUTE 'ev300:16:53:4c:fa:60' real
@ATTRIBUTE 'ev300:16:53:4c:fa:67' real
@ATTRIBUTE 'ev3bd00:16:53:4c:f5:2d' real
@ATTRIBUTE 'ize00:16:53:4c:b1:f9' real
@ATTRIBUTE 'joe00:16:53:4c:f9:a4' real
@ATTRIBUTE 'megarobot00:16:53:4c:b2:02' real
@ATTRIBUTE 'mrev300:16:53:4c:b4:eb' real
@ATTRIBUTE 'zoneid' {'07a25de0-a013-486d-9463-404a348e05ee','14fc835a-ee28-4b78-9c59-9ee0f759ce56','1501dc2f-55e3-44bd-8f15-8c26a8c7410d','43f5e995-b6f9-4e6f-b40a-9f6bca793ecd','544bbbff-2c9c-4d7f-aad5-1742e2f26935','59376e57-9d03-4b9d-af9b-36d6f617a935','5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d','5eed44d0-c401-46a0-935c-b3161177a00f','79d7a2dc-831e-4d07-98d7-327dbbad3884','7b8681b3-9d64-4b7e-918d-074bd146d9e6','8933b3c7-54ac-4fc3-a2e5-8c7fdc7bfae3','8e4181f2-8e1c-467d-8cc2-4580bf5cb76c','93f32509-0f74-4f2c-a45a-90858ca646d8','a377b162-49fb-4140-bfe1-2565a2260764','aa7b48e2-ab67-4888-b5c9-1edc21c13d63','b33055ec-4fda-4cf1-ae44-b3fd54f94467','bef00f27-9e13-4416-a380-c04010c377cb','e2d1a25f-5496-49c6-85b7-ccb3601a9971','e48c8f34-716c-477f-a448-9c209d635fbf','f44d88f6-8067-4934-ac94-c38bfdc8bb7f','fff52967-5b13-4935-afa0-44c375cb84db'}

@DATA
0.11991008371114731,-0.9326502084732056,0.04995839670300484,-100.0,-70.0,-100.0,-80.0,-100.0,-100.0,-83.0,-100.0,-100.0,-82.0,-74.0,-53.0,-83.0,-100.0,-100.0,-63.0,-55.0,-57.0,-78.0,-79.0,-74.0,-73.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
1.2754358053207397,-1.0243749618530273,0.058755822479724884,-100.0,-69.0,-100.0,-82.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-82.0,-68.0,-100.0,-100.0,-100.0,-65.0,-75.0,-81.0,-79.0,-80.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-85.0,-100.0,-100.0,-100.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
0.5576982498168945,-0.9501438140869141,0.12750956416130066,-100.0,-75.0,-100.0,-66.0,-100.0,-100.0,-83.0,-78.0,-75.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-66.0,-64.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-85.0,-100.0,-100.0,-100.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
-0.4625959098339081,-0.7171156406402588,0.08314123004674911,-100.0,-76.0,-100.0,-83.0,-100.0,-100.0,-86.0,-100.0,-82.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-84.0,-81.0,-80.0,-82.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-89.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,'07a25de0-a013-486d-9463-404a348e05ee'
-0.763205349445343,-1.0051047801971436,-0.03029376082122326,-100.0,-66.0,-100.0,-80.0,-100.0,-100.0,-75.0,-87.0,-86.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-82.0,-100.0,-82.0,-72.0,-72.0,-80.0,-76.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-73.0,-100.0,-100.0,-100.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
0.901811420917511,-0.8653743863105774,0.11315097659826279,-100.0,-75.0,-100.0,-72.0,-100.0,-100.0,-100.0,-89.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
0.344791442155838,-0.75142502784729,0.08314123004674911,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-81.0,-75.0,-100.0,-100.0,-100.0,-74.0,-60.0,-60.0,-80.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,'07a25de0-a013-486d-9463-404a348e05ee'
-1.1264041662216187,-1.0932244062423706,0.03332099691033363,-100.0,-64.0,-100.0,-88.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-83.0,-85.0,-85.0,-78.0,-80.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
2.6117773056030273,-1.0577113628387451,0.12062367051839828,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-80.0,-55.0,-100.0,-100.0,-100.0,-59.0,-73.0,-76.0,-78.0,-79.0,-70.0,-69.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
-1.2379353046417236,-0.7648929357528687,0.019997332245111465,-100.0,-76.0,-100.0,-76.0,-100.0,-100.0,-84.0,-75.0,-68.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-81.0,-100.0,-90.0,-76.0,-66.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-89.0,-100.0,-100.0,-100.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'07a25de0-a013-486d-9463-404a348e05ee'
